Container stores 10000 plants:
Shrub name: LmSHkzCkkjDxzXoVl, type: Home, percent of vowel letters = 5.882%
Tree name: PKVJNSsOjHxI, age: 316, percent of vowel letters = 16.667%
Tree name: yfxTiUNQPzDg, age: 665, percent of vowel letters = 25.0%
Shrub name: IyadSXOFrBHcuux, type: Home, percent of vowel letters = 40.0%
Tree name: rYcSsWE, age: 461, percent of vowel letters = 28.571%
Shrub name: hCxVCnjsZgojsQXc, type: Home, percent of vowel letters = 6.25%
Shrub name: slBsVWvYTogvQkGH, type: Home, percent of vowel letters = 12.5%
Tree name: WltvEMFEKhilOSJwR, age: 139, percent of vowel letters = 23.529%
Tree name: kkToXLhpNTwCx, age: 390, percent of vowel letters = 7.692%
Shrub name: pec, type: Home, percent of vowel letters = 33.333%
Tree name: TtBWjXQA, age: 781, percent of vowel letters = 12.5%
Shrub name: fJjgUvwyF, type: Garden, percent of vowel letters = 22.222%
Shrub name: iBag, type: Home, percent of vowel letters = 50.0%
Shrub name: aRkn, type: Home, percent of vowel letters = 25.0%
Tree name: oANzSSUT, age: 357, percent of vowel letters = 37.5%
Shrub name: muNTdqjLopNpN, type: Garden, percent of vowel letters = 15.385%
Tree name: HNTemNSysfa, age: 852, percent of vowel letters = 27.273%
Shrub name: ODMhm, type: Garden, percent of vowel letters = 20.0%
Tree name: qfIyhiDVZDd, age: 496, percent of vowel letters = 27.273%
Shrub name: DmBQYzS, type: Home, percent of vowel letters = 14.286%
Tree name: zwznxrnXaRmlmzpKs, age: 850, percent of vowel letters = 5.882%
Tree name: HH, age: 120, percent of vowel letters = 0.0%
Shrub name: ONBFMOnCyfAVGgo, type: Garden, percent of vowel letters = 33.333%
Shrub name: MxNwzvXcbmetpuk, type: Garden, percent of vowel letters = 13.333%
Tree name: SQuMeDD, age: 170, percent of vowel letters = 28.571%
Tree name: Am, age: 247, percent of vowel letters = 50.0%
Shrub name: AEaEquYlUTaydqF, type: Home, percent of vowel letters = 60.0%
Tree name: CfENbdqHYxSLq, age: 277, percent of vowel letters = 15.385%
Tree name: hhrQsJYHCmUdCNTUY, age: 369, percent of vowel letters = 23.529%
Shrub name: iUpbj, type: Home, percent of vowel letters = 40.0%
Shrub name: DhOepfOi, type: Home, percent of vowel letters = 50.0%
Shrub name: PnssHfSeDd, type: Home, percent of vowel letters = 10.0%
Tree name: WSqHCuezkFFwUCDKLy, age: 956, percent of vowel letters = 22.222%
Tree name: t, age: 751, percent of vowel letters = 0.0%
Shrub name: QweG, type: Home, percent of vowel letters = 25.0%
Shrub name: FJeJDwfcpodHZq, type: Home, percent of vowel letters = 14.286%
Shrub name: m, type: Home, percent of vowel letters = 0.0%
Tree name: gIlPdFeksJhXWFXPr, age: 773, percent of vowel letters = 11.765%
Tree name: gfHDvrWImaShgD, age: 386, percent of vowel letters = 14.286%
Tree name: YmIVtcyHYdyiSjzQAo, age: 684, percent of vowel letters = 44.444%
Tree name: rdF, age: 234, percent of vowel letters = 0.0%
Tree name: xTAeoRyjMGxONOxGuhX, age: 14, percent of vowel letters = 36.842%
Shrub name: fqqmIfqrQC, type: Home, percent of vowel letters = 10.0%
Shrub name: jiCXHrcfxWaVpaL, type: Home, percent of vowel letters = 20.0%
Tree name: tZEaUNWZjJxE, age: 395, percent of vowel letters = 33.333%
Shrub name: nkcVPkpaNnuhRWmC, type: Home, percent of vowel letters = 12.5%
Shrub name: bZq, type: Garden, percent of vowel letters = 0.0%
Tree name: CpyBemFNvHwemKQYB, age: 988, percent of vowel letters = 23.529%
Tree name: Lc, age: 991, percent of vowel letters = 0.0%
Shrub name: RRiawKMaZecBpy, type: Home, percent of vowel letters = 35.714%
Shrub name: ZVt, type: Garden, percent of vowel letters = 0.0%
Tree name: fsPYXWBRbNmgJuHYGg, age: 760, percent of vowel letters = 16.667%
Shrub name: nfAuoiXrJhiyitfk, type: Home, percent of vowel letters = 43.75%
Tree name: umcnRDhylPKoo, age: 600, percent of vowel letters = 30.769%
Tree name: hXsvoIuCkujjwsljX, age: 988, percent of vowel letters = 23.529%
Shrub name: kvkimGCKIHVB, type: Home, percent of vowel letters = 16.667%
Shrub name: pWDNoaVzhmRDzi, type: Home, percent of vowel letters = 21.429%
Shrub name: wb, type: Garden, percent of vowel letters = 0.0%
Tree name: SldeDviDpORZzZHdsW, age: 33, percent of vowel letters = 16.667%
Tree name: WMMB, age: 112, percent of vowel letters = 0.0%
Tree name: XQn, age: 860, percent of vowel letters = 0.0%
Shrub name: XFFDq, type: Home, percent of vowel letters = 0.0%
Shrub name: INlXKNugwQINcZtSvw, type: Garden, percent of vowel letters = 16.667%
Tree name: PESXuLJxZRks, age: 669, percent of vowel letters = 16.667%
Shrub name: piuJdPWVPsYDSxnGHdt, type: Garden, percent of vowel letters = 15.789%
Shrub name: mXiRojGQDWcCP, type: Garden, percent of vowel letters = 15.385%
Tree name: UGIObxoxEEjiiO, age: 680, percent of vowel letters = 64.286%
Tree name: QkApoOi, age: 71, percent of vowel letters = 57.143%
Tree name: DqYvBDGdupDiCJ, age: 317, percent of vowel letters = 21.429%
Shrub name: GhHey, type: Home, percent of vowel letters = 40.0%
Shrub name: DgxXeVj, type: Garden, percent of vowel letters = 14.286%
Tree name: IXTDdgTxDW, age: 994, percent of vowel letters = 10.0%
Tree name: kQefSZsIJHJstyQzSla, age: 362, percent of vowel letters = 21.053%
Shrub name: PnsGuOGJ, type: Home, percent of vowel letters = 25.0%
Shrub name: ILXzQeQkBla, type: Home, percent of vowel letters = 27.273%
Shrub name: XSvnLAIirjkMbZPMeVI, type: Garden, percent of vowel letters = 26.316%
Tree name: hOWAhmAXvFFeeECu, age: 158, percent of vowel letters = 43.75%
Tree name: SoqxeZumTRs, age: 531, percent of vowel letters = 27.273%
Shrub name: DQutwxSgKozjf, type: Garden, percent of vowel letters = 15.385%
Tree name: tEuUlsu, age: 477, percent of vowel letters = 57.143%
Tree name: ffgMgqeEplD, age: 480, percent of vowel letters = 18.182%
Shrub name: YNMgzYMJTsXSdC, type: Garden, percent of vowel letters = 14.286%
Shrub name: kdIOjzaPYnHyHJSzM, type: Garden, percent of vowel letters = 29.412%
Shrub name: uBfwCeYUNDWH, type: Garden, percent of vowel letters = 33.333%
Tree name: BvoWfHzZMXZSnqIc, age: 739, percent of vowel letters = 12.5%
Shrub name: KLjtoHpp, type: Home, percent of vowel letters = 12.5%
Shrub name: BtQSuqqegdJeZtcSYU, type: Home, percent of vowel letters = 27.778%
Tree name: OYgNkWWyxvRyPu, age: 244, percent of vowel letters = 35.714%
Shrub name: iArbXVqPbfOWGTW, type: Garden, percent of vowel letters = 20.0%
Tree name: ftSpRRJJcqIBe, age: 313, percent of vowel letters = 15.385%
Shrub name: LbXklAqpfDyCGTk, type: Garden, percent of vowel letters = 13.333%
Tree name: dnMvpeBpvBaYGCgMO, age: 771, percent of vowel letters = 23.529%
Shrub name: SFdXCnjBIFUqLxb, type: Garden, percent of vowel letters = 13.333%
Tree name: UNgUrcaVIZv, age: 120, percent of vowel letters = 36.364%
Tree name: QBJWRC, age: 815, percent of vowel letters = 0.0%
Shrub name: lvXzCOqsiDh, type: Home, percent of vowel letters = 18.182%
Tree name: vSqRFAIo, age: 515, percent of vowel letters = 37.5%
Tree name: WKUnunXtGW, age: 747, percent of vowel letters = 20.0%
Shrub name: LcPXuwVfOr, type: Garden, percent of vowel letters = 20.0%
Shrub name: TpKcl, type: Home, percent of vowel letters = 0.0%
Shrub name: RtqPZRvXtYkP, type: Garden, percent of vowel letters = 8.333%
Shrub name: oorKHyuNNofxfTfM, type: Home, percent of vowel letters = 31.25%
Shrub name: cfeOYilDgaj, type: Garden, percent of vowel letters = 45.455%
Tree name: l, age: 469, percent of vowel letters = 0.0%
Shrub name: pQz, type: Home, percent of vowel letters = 0.0%
Tree name: bHgsGCottX, age: 273, percent of vowel letters = 10.0%
Shrub name: OAONPuSiRxSiIceerl, type: Garden, percent of vowel letters = 50.0%
Shrub name: Tk, type: Garden, percent of vowel letters = 0.0%
Shrub name: THzKCd, type: Garden, percent of vowel letters = 0.0%
Tree name: fceWp, age: 757, percent of vowel letters = 20.0%
Tree name: zYzL, age: 852, percent of vowel letters = 25.0%
Shrub name: KXNkemGBMqbzWI, type: Garden, percent of vowel letters = 14.286%
Shrub name: TZhfEWYQWKXhiyuAU, type: Home, percent of vowel letters = 41.176%
Tree name: OHdWyAWd, age: 502, percent of vowel letters = 37.5%
Tree name: YdQOZ, age: 707, percent of vowel letters = 40.0%
Tree name: UJRiuOEwu, age: 136, percent of vowel letters = 66.667%
Shrub name: ADnZSYGgupCzO, type: Garden, percent of vowel letters = 30.769%
Shrub name: YVqpfC, type: Home, percent of vowel letters = 16.667%
Tree name: wN, age: 929, percent of vowel letters = 0.0%
Tree name: lygyijBgvlR, age: 803, percent of vowel letters = 27.273%
Tree name: Ltsd, age: 449, percent of vowel letters = 0.0%
Tree name: kbUPrDXwUFQt, age: 882, percent of vowel letters = 16.667%
Tree name: eNRKZPWanV, age: 289, percent of vowel letters = 20.0%
Tree name: EtCzdOWtXjkbGnMxei, age: 737, percent of vowel letters = 22.222%
Tree name: JxSIQtnK, age: 353, percent of vowel letters = 12.5%
Shrub name: KVN, type: Home, percent of vowel letters = 0.0%
Tree name: N, age: 156, percent of vowel letters = 0.0%
Shrub name: Xk, type: Home, percent of vowel letters = 0.0%
Tree name: ynMuNB, age: 984, percent of vowel letters = 33.333%
Shrub name: eloxHaUuUB, type: Garden, percent of vowel letters = 60.0%
Shrub name: vxZIbQSEqifhdRcatG, type: Garden, percent of vowel letters = 22.222%
Shrub name: mcVEGAITfrhipmZbC, type: Home, percent of vowel letters = 23.529%
Tree name: bSmPYfmJPpeU, age: 992, percent of vowel letters = 25.0%
Shrub name: tQmjJYdbgBjuMA, type: Garden, percent of vowel letters = 21.429%
Shrub name: QFFouksiTDQKGuyW, type: Garden, percent of vowel letters = 31.25%
Tree name: jvcswslFjKJYuDgNrwk, age: 733, percent of vowel letters = 10.526%
Shrub name: fWZF, type: Garden, percent of vowel letters = 0.0%
Shrub name: sWfjhUOSnqyRuuJvf, type: Garden, percent of vowel letters = 29.412%
Tree name: baAyxxG, age: 655, percent of vowel letters = 42.857%
Tree name: OMfvjigtGmQNeVIGEZ, age: 257, percent of vowel letters = 27.778%
Shrub name: DwyQXSnbguGqBwCZAQ, type: Home, percent of vowel letters = 16.667%
Tree name: tjwvYUtctPeRqS, age: 420, percent of vowel letters = 21.429%
Shrub name: reegOoIYFzgFQ, type: Home, percent of vowel letters = 46.154%
Tree name: dSjL, age: 499, percent of vowel letters = 0.0%
Tree name: CaWowqJIspd, age: 694, percent of vowel letters = 27.273%
Tree name: NdgrWKlWpOrjVVp, age: 580, percent of vowel letters = 6.667%
Tree name: gaoicjSqfoq, age: 210, percent of vowel letters = 36.364%
Tree name: UfJgxigQjwAEUo, age: 242, percent of vowel letters = 42.857%
Tree name: QBTosBIiIKI, age: 67, percent of vowel letters = 45.455%
Tree name: jmproJYsBuQDDi, age: 637, percent of vowel letters = 28.571%
Shrub name: n, type: Home, percent of vowel letters = 0.0%
Tree name: qysRW, age: 729, percent of vowel letters = 20.0%
Tree name: zZalbKeNyVCNjP, age: 625, percent of vowel letters = 21.429%
Shrub name: sVpvYKHSsCEmr, type: Garden, percent of vowel letters = 15.385%
Shrub name: QreMbIWUynF, type: Garden, percent of vowel letters = 36.364%
Shrub name: Ybzskxggzxth, type: Home, percent of vowel letters = 8.333%
Tree name: LdZjbZreGhwnwOx, age: 591, percent of vowel letters = 13.333%
Tree name: GpZlq, age: 771, percent of vowel letters = 0.0%
Tree name: NiZmQLtxVYlGC, age: 825, percent of vowel letters = 15.385%
Tree name: OuzkLlA, age: 202, percent of vowel letters = 42.857%
Shrub name: JMzTDwDoLE, type: Garden, percent of vowel letters = 20.0%
Tree name: TetEIiLXWVXX, age: 276, percent of vowel letters = 33.333%
Tree name: RllIhhvTp, age: 84, percent of vowel letters = 11.111%
Shrub name: cttM, type: Home, percent of vowel letters = 0.0%
Tree name: D, age: 277, percent of vowel letters = 0.0%
Tree name: YHclOxZmEyUTKD, age: 349, percent of vowel letters = 35.714%
Shrub name: mfMuzpQCmQuSiEbiQ, type: Garden, percent of vowel letters = 29.412%
Tree name: pOoiIgQYAfwj, age: 336, percent of vowel letters = 50.0%
Shrub name: SNVjPdFbClo, type: Garden, percent of vowel letters = 9.091%
Shrub name: NDdDMZzmQeKEIHugwr, type: Home, percent of vowel letters = 22.222%
Shrub name: iVLZJ, type: Home, percent of vowel letters = 20.0%
Shrub name: sAZXKrBfwhrFnVqMyiW, type: Garden, percent of vowel letters = 15.789%
Tree name: ckCdJzGDgFlTiBOUEAt, age: 627, percent of vowel letters = 26.316%
Shrub name: nnlbsjZPCanWPCuJ, type: Garden, percent of vowel letters = 12.5%
Tree name: bRLEE, age: 828, percent of vowel letters = 40.0%
Tree name: XzGQKSWktuyAHRVJX, age: 866, percent of vowel letters = 17.647%
Shrub name: KHp, type: Garden, percent of vowel letters = 0.0%
Shrub name: rFbWZeVaXXTSFedtGAL, type: Home, percent of vowel letters = 21.053%
Shrub name: MugXenUpUYu, type: Home, percent of vowel letters = 54.545%
Tree name: UsHiaVCQJcTcfIszIGC, age: 460, percent of vowel letters = 26.316%
Shrub name: YomC, type: Home, percent of vowel letters = 50.0%
Tree name: CobqoTdAjtwTPqgaLGs, age: 434, percent of vowel letters = 21.053%
Shrub name: Gc, type: Garden, percent of vowel letters = 0.0%
Tree name: bAzbzRsPSW, age: 552, percent of vowel letters = 10.0%
Tree name: enaEL, age: 656, percent of vowel letters = 60.0%
Tree name: FdtbfVtITWu, age: 441, percent of vowel letters = 18.182%
Tree name: YCdLKGWcO, age: 84, percent of vowel letters = 22.222%
Tree name: ApjgwQLNOzSssSHCW, age: 755, percent of vowel letters = 11.765%
Shrub name: t, type: Home, percent of vowel letters = 0.0%
Shrub name: kQtVw, type: Garden, percent of vowel letters = 0.0%
Tree name: S, age: 586, percent of vowel letters = 0.0%
Shrub name: OPzYjecRpigMZtvMJq, type: Home, percent of vowel letters = 22.222%
Shrub name: NZaoPmi, type: Home, percent of vowel letters = 42.857%
Tree name: adrvzAJTW, age: 490, percent of vowel letters = 22.222%
Shrub name: xhh, type: Home, percent of vowel letters = 0.0%
Tree name: mYDBP, age: 534, percent of vowel letters = 20.0%
Tree name: zfwvN, age: 684, percent of vowel letters = 0.0%
Shrub name: oAZhzpCWHVdvoBKL, type: Home, percent of vowel letters = 18.75%
Tree name: FMcJkQLulIW, age: 531, percent of vowel letters = 18.182%
Tree name: FormPMfNeJHAwuHD, age: 629, percent of vowel letters = 25.0%
Tree name: zgUdDlRwXxvxTQd, age: 125, percent of vowel letters = 6.667%
Tree name: tleDZ, age: 707, percent of vowel letters = 20.0%
Shrub name: JMrPRfzHmZDPmubTlx, type: Garden, percent of vowel letters = 5.556%
Tree name: VDXkORRVaFGtLYuL, age: 643, percent of vowel letters = 25.0%
Shrub name: luSBiNBISOalpIkJc, type: Garden, percent of vowel letters = 35.294%
Tree name: NkTyAwhcFRUsWbCvkPD, age: 910, percent of vowel letters = 15.789%
Shrub name: NqYmK, type: Home, percent of vowel letters = 20.0%
Shrub name: WgrfPCDLcYTIJBr, type: Home, percent of vowel letters = 13.333%
Shrub name: YvfXMlkhSWrHkOUzdVG, type: Home, percent of vowel letters = 15.789%
Shrub name: clQqqcpT, type: Home, percent of vowel letters = 0.0%
Shrub name: ehGMJdhwQQvBJsth, type: Home, percent of vowel letters = 6.25%
Tree name: FVtvST, age: 762, percent of vowel letters = 0.0%
Shrub name: r, type: Garden, percent of vowel letters = 0.0%
Shrub name: VMnMctXtSUWoS, type: Garden, percent of vowel letters = 15.385%
Shrub name: RfvbZpBZoyLnapCTECj, type: Garden, percent of vowel letters = 21.053%
Shrub name: vFwdXuZUetjNYeW, type: Garden, percent of vowel letters = 33.333%
Shrub name: TolxidH, type: Garden, percent of vowel letters = 28.571%
Shrub name: ntvHIHnMCxLdCXZUVOg, type: Garden, percent of vowel letters = 15.789%
Tree name: HjPaSKzVUTgA, age: 886, percent of vowel letters = 25.0%
Shrub name: XrggoQCTLjHwVN, type: Garden, percent of vowel letters = 7.143%
Tree name: LntsbudXTJ, age: 77, percent of vowel letters = 10.0%
Shrub name: WSlOLN, type: Home, percent of vowel letters = 16.667%
Shrub name: dvcEpOQstXbKY, type: Garden, percent of vowel letters = 23.077%
Tree name: qriSiRipsrYhDKDlH, age: 66, percent of vowel letters = 23.529%
Shrub name: uACRNrww, type: Home, percent of vowel letters = 25.0%
Tree name: xTFqDvMUHO, age: 843, percent of vowel letters = 20.0%
Shrub name: ZGEbhyjjmePHXamGLd, type: Home, percent of vowel letters = 22.222%
Tree name: QhfNidbVYRcjy, age: 797, percent of vowel letters = 23.077%
Shrub name: aupyLNPLZzXuABKbi, type: Home, percent of vowel letters = 35.294%
Shrub name: NLFgIx, type: Home, percent of vowel letters = 16.667%
Tree name: IpPKJnamquKlOaZl, age: 870, percent of vowel letters = 31.25%
Shrub name: MpFrNC, type: Home, percent of vowel letters = 0.0%
Tree name: OOfNOQVlijfXW, age: 37, percent of vowel letters = 30.769%
Tree name: uYERC, age: 188, percent of vowel letters = 60.0%
Tree name: U, age: 378, percent of vowel letters = 100.0%
Shrub name: sQwDAiaqOZ, type: Home, percent of vowel letters = 40.0%
Tree name: kHFYAflIZGi, age: 328, percent of vowel letters = 36.364%
Tree name: LAbNiZPfYjMVIg, age: 305, percent of vowel letters = 28.571%
Shrub name: kboJtdY, type: Garden, percent of vowel letters = 28.571%
Tree name: pVmTIaWsmxQO, age: 518, percent of vowel letters = 25.0%
Shrub name: MDxmmQjqTpzjkmA, type: Garden, percent of vowel letters = 6.667%
Tree name: oodmRdxbIX, age: 296, percent of vowel letters = 30.0%
Shrub name: mwBShAu, type: Garden, percent of vowel letters = 28.571%
Tree name: edrfxvaxsnXi, age: 220, percent of vowel letters = 25.0%
Tree name: bcRBIShoAsbOZXZF, age: 672, percent of vowel letters = 25.0%
Shrub name: NRDvU, type: Garden, percent of vowel letters = 20.0%
Tree name: wyt, age: 499, percent of vowel letters = 33.333%
Shrub name: SdJdYYhXCAcaJnViCL, type: Home, percent of vowel letters = 27.778%
Shrub name: mtvUUj, type: Garden, percent of vowel letters = 33.333%
Shrub name: ShecXFgbMiIeoQXH, type: Home, percent of vowel letters = 31.25%
Shrub name: QB, type: Home, percent of vowel letters = 0.0%
Tree name: PFWIaEsyCcCvBYSDJ, age: 745, percent of vowel letters = 29.412%
Shrub name: wmSCVQVmUTEBYXXNii, type: Garden, percent of vowel letters = 27.778%
Shrub name: J, type: Home, percent of vowel letters = 0.0%
Tree name: qEAOl, age: 414, percent of vowel letters = 60.0%
Shrub name: BvLXUGZXKQ, type: Home, percent of vowel letters = 10.0%
Tree name: BJcpJU, age: 228, percent of vowel letters = 16.667%
Tree name: WwQEcnqzR, age: 535, percent of vowel letters = 11.111%
Tree name: vJrQPig, age: 167, percent of vowel letters = 14.286%
Tree name: PyZlKRLlKfYaMLmjwb, age: 684, percent of vowel letters = 16.667%
Shrub name: U, type: Home, percent of vowel letters = 100.0%
Tree name: awjnfcRd, age: 55, percent of vowel letters = 12.5%
Shrub name: HWKCZtMsvsqlX, type: Home, percent of vowel letters = 0.0%
Tree name: fNkDLFJspzUdor, age: 105, percent of vowel letters = 14.286%
Shrub name: g, type: Home, percent of vowel letters = 0.0%
Tree name: bCebiHvLsb, age: 983, percent of vowel letters = 20.0%
Shrub name: baveHapJWEMYyYxD, type: Garden, percent of vowel letters = 43.75%
Shrub name: JUPjROoIkkSCijsM, type: Home, percent of vowel letters = 31.25%
Tree name: luuQmzMUYYyQDQW, age: 262, percent of vowel letters = 40.0%
Tree name: nBRDuvYZkdvYfoOqloS, age: 93, percent of vowel letters = 31.579%
Tree name: ev, age: 461, percent of vowel letters = 50.0%
Tree name: SXfyZYdubTemIpaxgPr, age: 693, percent of vowel letters = 31.579%
Shrub name: MFOzQwlX, type: Garden, percent of vowel letters = 12.5%
Tree name: XARmtDLqJwTorwX, age: 311, percent of vowel letters = 13.333%
Tree name: MGwwppewC, age: 33, percent of vowel letters = 11.111%
Tree name: VhGvGu, age: 714, percent of vowel letters = 16.667%
Shrub name: UeIGIdG, type: Garden, percent of vowel letters = 57.143%
Tree name: osYgd, age: 561, percent of vowel letters = 40.0%
Tree name: BPXJlGQMhMxAl, age: 192, percent of vowel letters = 7.692%
Shrub name: KiJRMNhKV, type: Home, percent of vowel letters = 11.111%
Tree name: sNpOw, age: 513, percent of vowel letters = 20.0%
Tree name: AfUTmYX, age: 185, percent of vowel letters = 42.857%
Shrub name: rKTXlKVc, type: Home, percent of vowel letters = 0.0%
Shrub name: MrPLDGnaaFHlgZVW, type: Home, percent of vowel letters = 12.5%
Shrub name: cgnRCajxITIHHJGvA, type: Garden, percent of vowel letters = 23.529%
Shrub name: TRWQ, type: Garden, percent of vowel letters = 0.0%
Tree name: gGZMloYkGNLaR, age: 830, percent of vowel letters = 23.077%
Tree name: ybsk, age: 881, percent of vowel letters = 25.0%
Tree name: gmhN, age: 636, percent of vowel letters = 0.0%
Shrub name: QAn, type: Home, percent of vowel letters = 33.333%
Tree name: RbgZiokdBk, age: 304, percent of vowel letters = 20.0%
Shrub name: iJrDyBYnOtWA, type: Home, percent of vowel letters = 41.667%
Shrub name: ivxfSeOvVKvY, type: Garden, percent of vowel letters = 33.333%
Shrub name: IUIPfAtjDOVcXSSx, type: Garden, percent of vowel letters = 31.25%
Shrub name: qzJEjYMk, type: Garden, percent of vowel letters = 25.0%
Tree name: xYkOotXjCKeAaGhGG, age: 63, percent of vowel letters = 35.294%
Tree name: BxkdqVAOpTnIHl, age: 769, percent of vowel letters = 21.429%
Shrub name: XGdHfyEqzaYVtghwbD, type: Home, percent of vowel letters = 22.222%
Shrub name: mIXCAIKFAbVAPLoY, type: Home, percent of vowel letters = 43.75%
Shrub name: UfzBPhvApSrxYbnN, type: Garden, percent of vowel letters = 18.75%
Tree name: mR, age: 387, percent of vowel letters = 0.0%
Shrub name: bZHaalLIDKF, type: Home, percent of vowel letters = 27.273%
Shrub name: XAErveIj, type: Garden, percent of vowel letters = 50.0%
Shrub name: FihoqJxXZqIGvmIeG, type: Garden, percent of vowel letters = 29.412%
Tree name: RkaIHCsWMCOAugXKkM, age: 218, percent of vowel letters = 27.778%
Tree name: EavVTdpXSZbfPbSs, age: 187, percent of vowel letters = 12.5%
Tree name: fuWZvphMF, age: 678, percent of vowel letters = 11.111%
Tree name: xQmFtUCSpcLMgMU, age: 241, percent of vowel letters = 13.333%
Tree name: Fi, age: 206, percent of vowel letters = 50.0%
Tree name: ahtgMdSj, age: 978, percent of vowel letters = 12.5%
Shrub name: EF, type: Home, percent of vowel letters = 50.0%
Tree name: wTxQgBhTdSIqrOEG, age: 120, percent of vowel letters = 18.75%
Shrub name: schcbbzloJQNmq, type: Home, percent of vowel letters = 7.143%
Shrub name: fpONlJn, type: Garden, percent of vowel letters = 14.286%
Tree name: lWQpJlGOUOpeauTZ, age: 224, percent of vowel letters = 37.5%
Tree name: AIjgJnxIUQSKXdcNJF, age: 53, percent of vowel letters = 22.222%
Tree name: ACbLLDHBdVZl, age: 218, percent of vowel letters = 8.333%
Tree name: mgXOmhYosJc, age: 625, percent of vowel letters = 27.273%
Tree name: eAtvVOeTp, age: 122, percent of vowel letters = 44.444%
Tree name: ljbPwsWtFGdbujGO, age: 222, percent of vowel letters = 12.5%
Tree name: XofSEy, age: 190, percent of vowel letters = 50.0%
Tree name: OPsjnQQ, age: 356, percent of vowel letters = 14.286%
Shrub name: JLzXX, type: Home, percent of vowel letters = 0.0%
Tree name: rGfeEoeKjthrvSE, age: 800, percent of vowel letters = 33.333%
Shrub name: cLnmoBjRLiuWFdfJ, type: Home, percent of vowel letters = 18.75%
Tree name: lQGkVz, age: 682, percent of vowel letters = 0.0%
Shrub name: aORUFOOizOeUbLJS, type: Garden, percent of vowel letters = 56.25%
Shrub name: HajWLxf, type: Home, percent of vowel letters = 14.286%
Shrub name: CuHPscDnfeZ, type: Garden, percent of vowel letters = 18.182%
Tree name: SDvWQBGDdmlgTqkKHiB, age: 91, percent of vowel letters = 5.263%
Shrub name: gsNYbYdmSL, type: Home, percent of vowel letters = 20.0%
Tree name: NptsflEFSSmTTXvVvxr, age: 118, percent of vowel letters = 5.263%
Shrub name: ouUgbaxavEqticxVYb, type: Home, percent of vowel letters = 44.444%
Shrub name: NRhmYm, type: Home, percent of vowel letters = 16.667%
Tree name: MtyvvAzKBUAdKdmRsAR, age: 951, percent of vowel letters = 26.316%
Tree name: DmkXcmwKm, age: 321, percent of vowel letters = 0.0%
Shrub name: bfkhyp, type: Garden, percent of vowel letters = 16.667%
Tree name: IEGjH, age: 66, percent of vowel letters = 40.0%
Tree name: vwjXSEcjix, age: 943, percent of vowel letters = 20.0%
Tree name: sMoYsyKWA, age: 880, percent of vowel letters = 44.444%
Shrub name: aNe, type: Garden, percent of vowel letters = 66.667%
